pet_id,birth_day,age,gender,country,registration_date,housing_type,outdoor_space,family_type,hours_available,weekend_time,experience_level,training_ability,activity_level,noise_tolerance,budget_level,maintenance_tolerance,size_preference,grooming_tolerance,energy_preference,affection_preference,animal_type,breed
PET_108570,2019-07-16,7,Female,Australia,2020-05-19,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108589,2022-04-24,4,Male,Germany,2022-12-25,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108025,2020-09-25,6,Male,United States,2020-12-21,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108319,2013-09-11,13,Male,United States,2013-12-22,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109090,2018-09-21,8,Male,Japan,2018-11-23,apartment,large_yard,family_with_children,medium,medium,beginner,low,medium,medium,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108676,2012-06-28,14,Male,United Kingdom,2012-08-14,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108885,2023-08-07,3,Male,Australia,2024-05-31,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109109,2013-11-10,13,Female,Saudi Arabia,2013-12-24,apartment,garden,family_with_children,medium,medium,beginner,low,medium,medium,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108723,2025-02-10,1,Female,Canada,2025-10-16,apartment,none,family_with_children,medium,medium,beginner,low,medium,high,medium,medium,large,low,medium,independent,turtle,Red-Eared Slider
PET_108276,2022-11-02,4,Male,Saudi Arabia,2022-12-29,farm,none,family_with_children,medium,medium,beginner,low,medium,medium,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109011,2020-06-27,6,Female,Australia,2021-04-16,house,balcony,family_with_children,medium,medium,beginner,high,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109127,2021-08-17,5,Female,Canada,2022-02-18,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108479,2023-11-14,3,Male,United Kingdom,2024-03-19,house,none,family_with_children,medium,medium,beginner,medium,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108151,2014-03-01,12,Female,Canada,2014-09-26,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108666,2019-01-12,7,Female,Australia,2019-03-20,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109182,2012-10-27,14,Male,Saudi Arabia,2013-03-09,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108016,2022-05-24,4,Female,Saudi Arabia,2022-10-01,house,balcony,family_with_children,medium,medium,intermediate,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109026,2016-03-06,10,Male,Canada,2016-07-05,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108118,2023-05-08,3,Female,Australia,2024-03-19,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108024,2020-03-16,6,Male,Germany,2020-08-19,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,very_affectionate,turtle,Red-Eared Slider
PET_108204,2017-07-29,9,Female,United Arab Emirates,2017-09-12,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108852,2014-02-01,12,Male,United Kingdom,2014-04-14,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108682,2014-07-28,12,Male,United States,2015-02-18,house,none,alone,low,medium,beginner,low,medium,low,medium,medium,large,low,medium,independent,turtle,Red-Eared Slider
PET_108269,2024-02-01,2,Female,Germany,2024-06-05,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108130,2019-12-02,7,Female,United States,2020-04-11,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,medium,medium,balanced,turtle,Red-Eared Slider
PET_108649,2019-06-18,7,Male,Saudi Arabia,2019-12-03,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,large,low,medium,independent,turtle,Red-Eared Slider
PET_108057,2025-04-10,1,Female,Saudi Arabia,2025-10-02,house,none,family_with_children,medium,medium,intermediate,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109131,2012-08-06,14,Male,Saudi Arabia,2013-05-01,apartment,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108903,2019-08-06,7,Female,Canada,2020-02-23,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108031,2020-12-09,6,Female,United States,2021-11-23,apartment,balcony,alone,medium,medium,beginner,low,high,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108303,2016-03-28,10,Male,Japan,2016-09-19,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,high,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108689,2025-03-14,1,Female,Saudi Arabia,2025-06-14,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108142,2025-04-08,1,Female,United Arab Emirates,2025-06-23,apartment,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108670,2022-10-20,4,Female,Canada,2023-01-21,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108638,2014-07-03,12,Male,United Kingdom,2014-11-12,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108656,2013-03-25,13,Female,Saudi Arabia,2014-02-02,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108058,2017-02-21,9,Female,Canada,2017-04-06,apartment,garden,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108111,2012-04-11,14,Male,Japan,2012-12-30,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109061,2016-01-11,10,Female,Saudi Arabia,2016-04-27,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108866,2022-07-10,4,Male,Canada,2023-06-20,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,high,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108976,2016-08-12,10,Male,Japan,2016-11-18,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108662,2017-09-22,9,Male,Australia,2018-07-27,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,small,low,medium,independent,turtle,Red-Eared Slider
PET_108591,2013-10-12,13,Female,United Arab Emirates,2013-11-11,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,high,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109116,2022-01-24,4,Female,United Arab Emirates,2022-04-17,house,balcony,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109032,2020-11-18,6,Male,Japan,2021-03-06,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108378,2019-01-27,7,Female,Japan,2019-05-24,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108721,2025-10-30,1,Female,Canada,2026-05-28,apartment,garden,family_with_children,medium,medium,beginner,medium,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108015,2023-10-12,3,Female,Saudi Arabia,2024-04-15,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109074,2022-05-20,4,Male,Australia,2023-04-26,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109120,2021-05-23,5,Male,Australia,2021-07-09,house,large_yard,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108331,2013-04-10,13,Male,Japan,2013-10-31,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108752,2018-05-01,8,Female,Japan,2018-06-09,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,balanced,turtle,Red-Eared Slider
PET_108060,2013-03-22,13,Female,Australia,2013-09-16,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108390,2022-02-05,4,Male,Japan,2022-08-02,house,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109002,2021-07-27,5,Male,United Kingdom,2022-01-24,apartment,none,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108836,2017-04-07,9,Male,United Kingdom,2018-01-08,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,high,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108909,2015-04-16,11,Male,United Kingdom,2016-01-07,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108741,2020-06-07,6,Male,Saudi Arabia,2020-07-28,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108986,2013-04-20,13,Male,Japan,2013-08-18,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108467,2014-04-15,12,Female,United Arab Emirates,2014-07-23,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108606,2025-03-31,1,Female,United Arab Emirates,2025-06-23,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,low,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108582,2015-03-28,11,Male,Saudi Arabia,2015-06-03,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108010,2023-01-21,3,Male,United Arab Emirates,2023-05-26,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108912,2014-08-02,12,Female,United Arab Emirates,2015-03-11,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109018,2012-03-13,14,Female,Australia,2012-06-28,house,balcony,family_with_children,medium,medium,beginner,low,medium,medium,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109105,2024-01-19,2,Male,United Arab Emirates,2025-01-09,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109019,2025-03-14,1,Male,Saudi Arabia,2026-01-27,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109062,2016-11-03,10,Male,Canada,2017-06-07,apartment,balcony,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108173,2021-06-26,5,Male,Canada,2021-11-25,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108647,2025-07-18,1,Female,Germany,2025-11-25,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,very_affectionate,turtle,Red-Eared Slider
PET_108886,2013-01-06,13,Male,Japan,2013-11-09,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108847,2021-03-26,5,Male,Japan,2021-05-14,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108601,2018-10-30,8,Male,United Kingdom,2018-12-29,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108651,2015-06-18,11,Male,Saudi Arabia,2015-09-14,apartment,balcony,couple,medium,medium,beginner,high,medium,low,medium,medium,medium,low,medium,balanced,turtle,Red-Eared Slider
PET_108663,2016-05-16,10,Female,Australia,2017-02-05,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108464,2023-10-24,3,Female,Canada,2024-03-13,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,small,medium,medium,independent,turtle,Red-Eared Slider
PET_109165,2017-01-05,9,Male,Canada,2017-06-26,apartment,garden,family_with_children,medium,medium,intermediate,low,medium,low,medium,medium,small,high,medium,independent,turtle,Red-Eared Slider
PET_108546,2017-12-08,9,Male,Australia,2018-10-18,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109146,2013-03-12,13,Male,United Arab Emirates,2013-09-18,apartment,none,alone,medium,medium,beginner,low,high,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109025,2025-01-31,1,Male,Germany,2025-07-21,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,high,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109064,2020-12-02,6,Male,Canada,2021-01-24,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108007,2018-04-07,8,Male,Canada,2018-05-21,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109108,2012-11-25,14,Female,Canada,2013-02-21,apartment,garden,family_with_children,medium,medium,beginner,low,high,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108428,2014-12-30,12,Male,United Arab Emirates,2015-03-31,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109038,2018-01-13,8,Male,Australia,2018-09-15,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108964,2013-06-06,13,Female,United Kingdom,2013-11-30,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,high,medium,large,low,medium,independent,turtle,Red-Eared Slider
PET_108090,2017-11-15,9,Male,United Kingdom,2018-01-15,apartment,none,family_with_children,medium,medium,beginner,high,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108281,2012-10-07,14,Male,United Kingdom,2013-05-21,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108876,2015-07-23,11,Female,United Arab Emirates,2016-06-28,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108405,2017-05-06,9,Female,United Kingdom,2018-01-28,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108543,2014-12-03,12,Male,Canada,2015-07-22,house,garden,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108586,2013-11-13,13,Male,Canada,2013-12-14,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108691,2015-06-02,11,Female,United States,2015-07-13,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108410,2019-07-13,7,Female,Canada,2020-03-03,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108414,2013-03-09,13,Female,Canada,2013-09-08,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108819,2016-09-07,10,Female,Germany,2017-04-30,house,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108968,2012-05-26,14,Female,United Arab Emirates,2012-12-03,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,small,low,medium,independent,turtle,Red-Eared Slider
PET_109000,2015-09-30,11,Male,United States,2015-11-23,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108087,2014-04-26,12,Female,United Kingdom,2014-12-15,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108458,2019-04-09,7,Female,United Kingdom,2019-09-01,apartment,none,family_with_children,medium,medium,beginner,low,low,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109050,2024-01-29,2,Female,Japan,2024-11-01,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108704,2012-04-24,14,Female,Australia,2012-08-23,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108158,2024-04-23,2,Female,Germany,2025-02-04,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108440,2013-09-01,13,Male,Australia,2013-11-03,apartment,none,family_with_children,low,medium,beginner,high,high,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108349,2013-07-06,13,Male,Australia,2014-06-05,apartment,none,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109054,2019-12-23,7,Female,Australia,2020-11-21,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,high,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108380,2020-06-24,6,Male,Saudi Arabia,2021-03-16,apartment,none,family_with_children,medium,medium,beginner,low,medium,high,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109150,2015-12-10,11,Female,Australia,2016-01-24,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108012,2021-05-14,5,Female,Canada,2022-04-16,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108768,2016-07-14,10,Female,United States,2016-10-02,house,garden,family_with_children,medium,low,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108965,2014-10-25,12,Female,United States,2015-01-30,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108829,2020-11-03,6,Male,United Kingdom,2021-10-17,farm,none,family_with_children,medium,low,beginner,low,low,low,high,medium,medium,medium,medium,independent,turtle,Red-Eared Slider
PET_108432,2013-12-18,13,Female,United Arab Emirates,2014-02-02,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108804,2017-04-25,9,Female,United Kingdom,2018-02-24,house,balcony,alone,medium,medium,expert,low,medium,low,medium,medium,medium,medium,medium,independent,turtle,Red-Eared Slider
PET_108082,2019-07-29,7,Female,Saudi Arabia,2019-12-18,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108077,2022-10-17,4,Female,Germany,2023-06-29,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108883,2014-01-28,12,Female,Japan,2014-09-18,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108283,2022-11-22,4,Female,Japan,2023-08-17,house,balcony,family_with_children,medium,low,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108292,2017-04-28,9,Male,Japan,2018-04-03,farm,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,medium,medium,independent,turtle,Red-Eared Slider
PET_108563,2023-01-14,3,Female,Japan,2023-03-21,house,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108710,2015-09-27,11,Female,Germany,2016-01-08,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109039,2024-12-26,2,Male,Japan,2025-02-01,house,none,alone,medium,medium,beginner,low,medium,low,high,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108518,2015-07-15,11,Male,United States,2016-03-13,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108906,2017-06-03,9,Female,Australia,2018-04-16,house,garden,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108759,2019-03-01,7,Male,United States,2019-12-21,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108022,2019-07-15,7,Male,United States,2019-12-12,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,high,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108556,2015-09-30,11,Female,United Kingdom,2016-03-19,farm,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108817,2020-06-27,6,Male,Saudi Arabia,2021-05-18,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108611,2012-06-08,14,Male,United Arab Emirates,2013-03-18,apartment,garden,family_with_children,medium,medium,beginner,low,medium,medium,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108174,2022-03-01,4,Male,Germany,2022-09-11,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,high,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108791,2024-09-03,2,Male,Canada,2025-02-22,apartment,none,family_with_children,medium,medium,expert,low,medium,low,medium,medium,medium,high,medium,independent,turtle,Red-Eared Slider
PET_108571,2019-04-11,7,Female,Germany,2019-09-17,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108972,2024-05-14,2,Female,United Arab Emirates,2025-01-05,house,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108409,2017-02-24,9,Female,Australia,2018-02-13,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,high,independent,turtle,Red-Eared Slider
PET_108127,2022-05-08,4,Female,Saudi Arabia,2022-12-07,apartment,none,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108359,2013-10-10,13,Male,Germany,2013-11-28,farm,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108117,2023-11-19,3,Male,United Arab Emirates,2024-11-11,apartment,none,couple,medium,medium,expert,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108650,2018-01-23,8,Male,Saudi Arabia,2018-08-11,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109016,2020-06-12,6,Female,Japan,2020-12-01,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108720,2025-11-11,1,Male,United Kingdom,2026-05-18,house,balcony,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108667,2022-09-04,4,Male,Saudi Arabia,2023-05-27,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108133,2015-04-30,11,Female,United States,2015-07-12,apartment,none,family_with_children,medium,medium,expert,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108757,2018-09-10,8,Male,United States,2018-11-02,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108131,2015-05-28,11,Female,Australia,2016-02-13,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108155,2013-07-31,13,Male,Germany,2014-04-07,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108708,2023-01-06,3,Female,Germany,2023-10-07,apartment,none,family_with_children,medium,medium,beginner,low,low,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109087,2019-05-28,7,Male,Australia,2019-10-05,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108743,2013-06-18,13,Female,Germany,2013-08-01,house,none,couple,medium,medium,beginner,low,low,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108547,2016-09-09,10,Female,Germany,2017-04-24,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108618,2020-03-25,6,Female,United Arab Emirates,2020-05-21,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108006,2018-09-11,8,Male,United States,2018-10-17,house,large_yard,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108990,2016-12-18,10,Male,Canada,2017-11-09,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,low,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109114,2015-01-21,11,Male,Germany,2015-06-21,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108066,2020-01-14,6,Female,United Kingdom,2020-06-25,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
